OBJECTID,SA_GUID_2016,SA_GUID_2022,SA_PUB2011,SA_PUB2016,SA_PUB2022,SA_GEOGID_2022,SA_CHANGE_CODE,SA_URBAN_AREA_FLAG,SA_URBAN_AREA_NAME,SA_NUTS1,SA_NUTS1_NAME,SA_NUTS2,SA_NUTS2_NAME,SA_NUTS3,SA_NUTS3_NAME,ED_GUID,ED_OFFICIAL,ED_ENGLISH,ED_GAEILGE,ED_ID_STR,ED_PART_COUNT,COUNTY_CODE,COUNTY_ENGLISH,COUNTY_GAEILGE,CSO_LEA,Shape__Area,Shape__Length
2517,4c07d11e-32dc-851d-e053-ca3ca8c0ca7f,4c07d11e-32dc-851d-e053-ca3ca8c0ca7f,267049004,267049004,267049004,A267049004,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cfe-13a3-e055-000000000001,Y,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,267049,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,23311.9046325684,865.401436835349
2518,4c07d11e-3213-851d-e053-ca3ca8c0ca7f,4c07d11e-3213-851d-e053-ca3ca8c0ca7f,267049025,267049025,267049025,A267049025,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cfe-13a3-e055-000000000001,Y,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,267049,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,50632.0616455078,1056.93386594136
2519,4c07d11e-3214-851d-e053-ca3ca8c0ca7f,4c07d11e-3214-851d-e053-ca3ca8c0ca7f,267049032,267049032,267049032,A267049032,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cfe-13a3-e055-000000000001,Y,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,267049,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,29252.2074584961,930.90638771317
2520,4c07d11e-32ca-851d-e053-ca3ca8c0ca7f,4c07d11e-32ca-851d-e053-ca3ca8c0ca7f,267049023,267049023,267049023,A267049023,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cfe-13a3-e055-000000000001,Y,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,267049,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,30669.5372619629,1033.64058028648
2521,4c07d11e-32f8-851d-e053-ca3ca8c0ca7f,4c07d11e-32f8-851d-e053-ca3ca8c0ca7f,267049018,267049018,267049018,A267049018,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cfe-13a3-e055-000000000001,Y,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,267049,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,28228.440612793,899.658714538494
2522,4c07d11e-32f9-851d-e053-ca3ca8c0ca7f,4c07d11e-32f9-851d-e053-ca3ca8c0ca7f,267049017,267049017,267049017,A267049017,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cfe-13a3-e055-000000000001,Y,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,267049,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,33037.3120422363,840.718829501769
2523,4c07d11e-32ea-851d-e053-ca3ca8c0ca7f,4c07d11e-32ea-851d-e053-ca3ca8c0ca7f,267049024,267049024,267049024,A267049024,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cfe-13a3-e055-000000000001,Y,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,267049,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,30114.0917053223,697.575744310381
2524,4c07d11e-32da-851d-e053-ca3ca8c0ca7f,4c07d11e-32da-851d-e053-ca3ca8c0ca7f,267049027,267049027,267049027,A267049027,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cfe-13a3-e055-000000000001,Y,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,267049,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,35730.6015625,911.515256253923
2525,4c07d11d-fa4b-851d-e053-ca3ca8c0ca7f,4c07d11d-fa4b-851d-e053-ca3ca8c0ca7f,267053028,267053028,267053028,A267053028,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,179040.979125977,2284.26727017465
2526,4c07d11e-1b7b-851d-e053-ca3ca8c0ca7f,4c07d11e-1b7b-851d-e053-ca3ca8c0ca7f,267053021,267053021,267053021,A267053021,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,65200.5067138672,1465.90580530203
2527,4c07d11e-1bcf-851d-e053-ca3ca8c0ca7f,4c07d11e-1bcf-851d-e053-ca3ca8c0ca7f,267053027,267053027,267053027,A267053027,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,33347.7864074707,1008.81057533373
2528,4c07d11e-1bdb-851d-e053-ca3ca8c0ca7f,4c07d11e-1bdb-851d-e053-ca3ca8c0ca7f,267053012,267053012,267053012,A267053012,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,77217.7788391113,1565.22780862313
2529,4c07d11e-1bdc-851d-e053-ca3ca8c0ca7f,4c07d11e-1bdc-851d-e053-ca3ca8c0ca7f,267053002,267053002,267053002,A267053002,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,125277.25680542,1593.88937215625
2530,4c07d11e-1b7c-851d-e053-ca3ca8c0ca7f,4c07d11e-1b7c-851d-e053-ca3ca8c0ca7f,267053023,267053023,267053023,A267053023,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,50255.9104919434,1013.10610318309
2531,4c07d11e-1bce-851d-e053-ca3ca8c0ca7f,4c07d11e-1bce-851d-e053-ca3ca8c0ca7f,267053024,267053024,267053024,A267053024,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,33036.3626708984,850.133226670794
2532,4c07d11e-1bea-851d-e053-ca3ca8c0ca7f,4c07d11e-1bea-851d-e053-ca3ca8c0ca7f,267053014,267053014,267053014,A267053014,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,41084.7344055176,1255.94823617666
2533,4c07d11e-1beb-851d-e053-ca3ca8c0ca7f,4c07d11e-1beb-851d-e053-ca3ca8c0ca7f,267053017,267053017,267053017,A267053017,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,97246.9749145508,1733.39051045145
2534,4c07d11e-1bdd-851d-e053-ca3ca8c0ca7f,4c07d11e-1bdd-851d-e053-ca3ca8c0ca7f,267053003,267053003,267053003,A267053003,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,81986.3818054199,1345.58614869978
2535,4c07d11e-315a-851d-e053-ca3ca8c0ca7f,4c07d11e-315a-851d-e053-ca3ca8c0ca7f,267053013,267053013,267053013,A267053013,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,38289.298828125,841.081151759779
2536,4c07d11e-315b-851d-e053-ca3ca8c0ca7f,4c07d11e-315b-851d-e053-ca3ca8c0ca7f,267053004,267053004,267053004,A267053004,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,34981.2991943359,896.125409720227
2537,4c07d11e-315d-851d-e053-ca3ca8c0ca7f,4c07d11e-315d-851d-e053-ca3ca8c0ca7f,267053029,267053029,267053029,A267053029,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,45810.6555786133,866.835731468214
2538,4c07d11e-314b-851d-e053-ca3ca8c0ca7f,4c07d11e-314b-851d-e053-ca3ca8c0ca7f,267053019,267053019,267053019,A267053019,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,15883.0928955078,1042.48754643206
2539,4c07d11e-314e-851d-e053-ca3ca8c0ca7f,4c07d11e-314e-851d-e053-ca3ca8c0ca7f,267053026,267053026,267053026,A267053026,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,29821.5796508789,699.413458874064
2540,4c07d11e-3299-851d-e053-ca3ca8c0ca7f,4c07d11e-3299-851d-e053-ca3ca8c0ca7f,267053009,267053009,267053009,A267053009,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,26872.7823486328,900.772111283087
2541,4c07d11e-329a-851d-e053-ca3ca8c0ca7f,4c07d11e-329a-851d-e053-ca3ca8c0ca7f,267053010,267053010,267053010,A267053010,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,47909.5500183105,884.131120070659
2542,4c07d11e-3288-851d-e053-ca3ca8c0ca7f,4c07d11e-3288-851d-e053-ca3ca8c0ca7f,267053022,267053022,267053022,A267053022,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,15186.3044128418,903.079340519859
2543,4c07d11e-3297-851d-e053-ca3ca8c0ca7f,4c07d11e-3297-851d-e053-ca3ca8c0ca7f,267053020,267053020,267053020,A267053020,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,26493.9400634766,698.829599397452
2544,4c07d11e-3298-851d-e053-ca3ca8c0ca7f,4c07d11e-3298-851d-e053-ca3ca8c0ca7f,267053025,267053025,267053025,A267053025,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,26716.4647827148,1027.76725606361
2545,4c07d11e-32c1-851d-e053-ca3ca8c0ca7f,4c07d11e-32c1-851d-e053-ca3ca8c0ca7f,267053015,267053015,267053015,A267053015,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,18084.7082519531,703.30252968273
2546,4c07d11e-315c-851d-e053-ca3ca8c0ca7f,4c07d11e-315c-851d-e053-ca3ca8c0ca7f,267053030,267053030,267053030,A267053030,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,37137.9851379395,942.576663648895
2547,4c07d11e-314c-851d-e053-ca3ca8c0ca7f,4c07d11e-314c-851d-e053-ca3ca8c0ca7f,267053008,267053008,267053008,A267053008,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,35067.8874816895,882.473419334938
2548,4c07d11e-314d-851d-e053-ca3ca8c0ca7f,4c07d11e-314d-851d-e053-ca3ca8c0ca7f,267053011,267053011,267053011,A267053011,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,32376.094543457,759.60903737048
2549,4c07d11e-3223-851d-e053-ca3ca8c0ca7f,4c07d11e-3223-851d-e053-ca3ca8c0ca7f,267053018,267053018,267053018,A267053018,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,20928.8461303711,1185.60668647097
2550,4c07d11e-32cb-851d-e053-ca3ca8c0ca7f,4c07d11e-32cb-851d-e053-ca3ca8c0ca7f,267053006,267053006,267053006,A267053006,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,22690.654510498,811.419612818019
2551,4c07d11e-32cc-851d-e053-ca3ca8c0ca7f,4c07d11e-32cc-851d-e053-ca3ca8c0ca7f,267053005,267053005,267053005,A267053005,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,30794.2201538086,928.709384622099
2552,4c07d11e-32cd-851d-e053-ca3ca8c0ca7f,4c07d11e-32cd-851d-e053-ca3ca8c0ca7f,267053016,267053016,267053016,A267053016,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,18564.5586547852,739.173446753079
2553,4c07d11e-32ce-851d-e053-ca3ca8c0ca7f,4c07d11e-32ce-851d-e053-ca3ca8c0ca7f,267053007,267053007,267053007,A267053007,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,21013.8026428223,763.131961383708
2554,4c07d11e-0d56-851d-e053-ca3ca8c0ca7f,f5fb3c0d-15d6-4162-b591-a995df38064a,267053001,267053001,267053001/01,A267053001/01,1,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d02-13a3-e055-000000000001,Y,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,267053,1,03,SOUTH DUBLIN,Baile Átha Cliath,CLONDALKIN,335933.421234131,2630.35191762986
2555,4c07d11d-f9db-851d-e053-ca3ca8c0ca7f,4c07d11d-f9db-851d-e053-ca3ca8c0ca7f,267085014/01,267085014/01,267085014/01,A267085014/01,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,167899.964355469,1806.83754426384
2556,4c07d11d-f9dc-851d-e053-ca3ca8c0ca7f,a8ef7d79-d3b6-4c07-bf77-1c7d9a60246f,267085026,267085026,267085026/01,A267085026/01,1,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,125993.293395996,1744.66536520134
2557,4c07d11d-fa04-851d-e053-ca3ca8c0ca7f,5ccb00c4-0356-4f17-81fb-4ebd05e3ad99,267085014/02,267085014/02,267085014/02/01/267085014/02,A267085014/02/01/A267085014/02,2,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,99990.809173584,1605.64490192588
2558,4c07d11e-1ba2-851d-e053-ca3ca8c0ca7f,4c07d11e-1ba2-851d-e053-ca3ca8c0ca7f,267085013,267085013,267085013,A267085013,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,52338.6908569336,1370.26400935311
2559,4c07d11e-1c01-851d-e053-ca3ca8c0ca7f,4c07d11e-1c01-851d-e053-ca3ca8c0ca7f,267085010,267085010,267085010,A267085010,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,112595.941101074,1947.35396304188
2560,4c07d11e-1c02-851d-e053-ca3ca8c0ca7f,4c07d11e-1c02-851d-e053-ca3ca8c0ca7f,267085012,267085012,267085012,A267085012,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,86119.6251525879,1675.48058229422
2561,4c07d11e-1c11-851d-e053-ca3ca8c0ca7f,4c07d11e-1c11-851d-e053-ca3ca8c0ca7f,267085007,267085007,267085007,A267085007,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,53015.6593322754,1033.49336515769
2562,4c07d11e-1c12-851d-e053-ca3ca8c0ca7f,4c07d11e-1c12-851d-e053-ca3ca8c0ca7f,267085008,267085008,267085008,A267085008,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,92292.9925537109,1298.06447542192
2563,4c07d11e-1c13-851d-e053-ca3ca8c0ca7f,4c07d11e-1c13-851d-e053-ca3ca8c0ca7f,267085023,267085023,267085023,A267085023,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,72509.5754394531,1395.73202653788
2564,4c07d11e-1c1f-851d-e053-ca3ca8c0ca7f,4c07d11e-1c1f-851d-e053-ca3ca8c0ca7f,267085017,267085017,267085017,A267085017,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,70899.3577880859,1190.25602593246
2565,4c07d11e-1c2c-851d-e053-ca3ca8c0ca7f,a9e36b73-31c2-46ce-953e-42c36ac952d1,267085025,267085025,267085025/01,A267085025/01,1,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,42310.176574707,916.332603675958
2566,4c07d11e-1b65-851d-e053-ca3ca8c0ca7f,4c07d11e-1b65-851d-e053-ca3ca8c0ca7f,267085016,267085016,267085016,A267085016,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,41478.5095825195,1175.27752345095
2567,4c07d11e-1b66-851d-e053-ca3ca8c0ca7f,4c07d11e-1b66-851d-e053-ca3ca8c0ca7f,267085020,267085020,267085020,A267085020,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,107049.093109131,1537.09125021161
2568,4c07d11e-1ba3-851d-e053-ca3ca8c0ca7f,4c07d11e-1ba3-851d-e053-ca3ca8c0ca7f,267085024,267085024,267085024,A267085024,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,45306.1312255859,1027.54825719189
2569,4c07d11e-1ba1-851d-e053-ca3ca8c0ca7f,4c07d11e-1ba1-851d-e053-ca3ca8c0ca7f,267085005/267085009,267085005/267085009,267085005/267085009,A267085005/A267085009,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,97885.9353942871,1611.06837263293
2570,4c07d11e-3145-851d-e053-ca3ca8c0ca7f,4c07d11e-3145-851d-e053-ca3ca8c0ca7f,267085022,267085022,267085022,A267085022,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,36800.7269897461,811.890460562894
2571,4c07d11e-3147-851d-e053-ca3ca8c0ca7f,4c07d11e-3147-851d-e053-ca3ca8c0ca7f,267085018,267085018,267085018,A267085018,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d61-13a3-e055-000000000001,Y,FIRHOUSE-BALLYCULLEN,TEACH NA GIÚISE-BAILE UÍ CHUILINN,267085,1,03,SOUTH DUBLIN,Baile Átha Cliath,FIRHOUSE-BOHERNABREENA,51704.3048400879,945.684350990972
