OBJECTID,SA_GUID_2016,SA_GUID_2022,SA_PUB2011,SA_PUB2016,SA_PUB2022,SA_GEOGID_2022,SA_CHANGE_CODE,SA_URBAN_AREA_FLAG,SA_URBAN_AREA_NAME,SA_NUTS1,SA_NUTS1_NAME,SA_NUTS2,SA_NUTS2_NAME,SA_NUTS3,SA_NUTS3_NAME,ED_GUID,ED_OFFICIAL,ED_ENGLISH,ED_GAEILGE,ED_ID_STR,ED_PART_COUNT,COUNTY_CODE,COUNTY_ENGLISH,COUNTY_GAEILGE,CSO_LEA,Shape__Area,Shape__Length
1,4c07d11e-0a4f-851d-e053-ca3ca8c0ca7f,4c07d11e-0a4f-851d-e053-ca3ca8c0ca7f,017010016,017010016,017010016,A017010016,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,204944.170928955,2123.34648315674
2,4c07d11e-0a3a-851d-e053-ca3ca8c0ca7f,4c07d11e-0a3a-851d-e053-ca3ca8c0ca7f,017010046,017010046,017010046,A017010046,4,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,288225.422637939,2891.2710310982
3,4c07d11e-0a4e-851d-e053-ca3ca8c0ca7f,4c07d11e-0a4e-851d-e053-ca3ca8c0ca7f,017010037,017010037,017010037,A017010037,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,208426.926544189,2436.98555792461
4,4c07d11e-0a25-851d-e053-ca3ca8c0ca7f,4c07d11e-0a25-851d-e053-ca3ca8c0ca7f,017010005,017010005,017010005,A017010005,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,348798.596252441,2887.09130581963
5,4c07d11e-0a57-851d-e053-ca3ca8c0ca7f,4c07d11e-0a57-851d-e053-ca3ca8c0ca7f,017010036,017010036,017010036,A017010036,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,429349.095916748,2844.40957533142
6,4c07d11e-2df2-851d-e053-ca3ca8c0ca7f,4c07d11e-2df2-851d-e053-ca3ca8c0ca7f,017010009,017010009,017010009,A017010009,4,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,59299.1983032227,1058.28990451154
7,4c07d11e-0a41-851d-e053-ca3ca8c0ca7f,4c07d11e-0a41-851d-e053-ca3ca8c0ca7f,017010029,017010029,017010029/017010046,A017010029/A017010046,4,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,218066.8699646,2124.10203668647
8,4c07d11e-0a1a-851d-e053-ca3ca8c0ca7f,4c07d11e-0a1a-851d-e053-ca3ca8c0ca7f,017010007,017010007,017010007,A017010007,4,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,224793.3125,2292.21115776225
9,4c07d11e-1d48-851d-e053-ca3ca8c0ca7f,4c07d11e-1d48-851d-e053-ca3ca8c0ca7f,017010044,017010044,017010044,A017010044,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,87653.0738220215,1377.50651919528
10,4c07d11e-1d56-851d-e053-ca3ca8c0ca7f,4c07d11e-1d56-851d-e053-ca3ca8c0ca7f,017010042,017010042,017010042,A017010042,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,64936.7774658203,1339.68276926832
11,4c07d11e-1d82-851d-e053-ca3ca8c0ca7f,a9c23640-6496-42a0-9d6e-ca2cdd2b2fed,017010012,017010012,017010012/01,A017010012/01,1,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,114733.020874023,1562.19415364156
12,4c07d11e-1db3-851d-e053-ca3ca8c0ca7f,4c07d11e-1db3-851d-e053-ca3ca8c0ca7f,017010048,017010048,017010048,A017010048,1,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,119218.329772949,1595.30134287489
13,4c07d11e-1db4-851d-e053-ca3ca8c0ca7f,4c07d11e-1db4-851d-e053-ca3ca8c0ca7f,017010038,017010030,017010030,A017010030,3,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,216887.838195801,2368.92498834697
14,4c07d11e-1d65-851d-e053-ca3ca8c0ca7f,4c07d11e-1d65-851d-e053-ca3ca8c0ca7f,017010035,017010035,017010035,A017010035,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,131100.564178467,1806.06845134331
15,4c07d11e-1d66-851d-e053-ca3ca8c0ca7f,4c07d11e-1d66-851d-e053-ca3ca8c0ca7f,017010021,017010021,017010021,A017010021,4,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,128783.390014648,1793.88189758471
16,4c07d11e-1d3a-851d-e053-ca3ca8c0ca7f,4c07d11e-1d3a-851d-e053-ca3ca8c0ca7f,017010028,017010028,017010028,A017010028,4,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,95081.8705749512,1913.95144090642
17,4c07d11e-1d3b-851d-e053-ca3ca8c0ca7f,4c07d11e-1d3b-851d-e053-ca3ca8c0ca7f,017010041,017010041,017010041,A017010041,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,293050.051574707,3430.3000387642
18,4c07d11e-1da5-851d-e053-ca3ca8c0ca7f,4c07d11e-1da5-851d-e053-ca3ca8c0ca7f,017010006,017010006,017010006/017010007,A017010006/A017010007,4,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,97473.4952087402,1586.91727038446
19,4c07d11e-1da6-851d-e053-ca3ca8c0ca7f,4c07d11e-1da6-851d-e053-ca3ca8c0ca7f,017010002,017010002,017010002,A017010002,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,112483.476806641,1517.517582263
20,4c07d11e-1d73-851d-e053-ca3ca8c0ca7f,4c07d11e-1d73-851d-e053-ca3ca8c0ca7f,017010011,017010011,017010011,A017010011,1,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,101531.675720215,1317.5041380451
21,4c07d11e-1d74-851d-e053-ca3ca8c0ca7f,4c07d11e-1d74-851d-e053-ca3ca8c0ca7f,017010019,017010019,017010019,A017010019,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,75748.7084655762,1533.00688135671
22,4c07d11e-1d46-851d-e053-ca3ca8c0ca7f,4c07d11e-1d46-851d-e053-ca3ca8c0ca7f,017010026,017010026,017010026,A017010026,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,64865.9169616699,1333.00921073586
23,4c07d11e-1d75-851d-e053-ca3ca8c0ca7f,4c07d11e-1d75-851d-e053-ca3ca8c0ca7f,017010023,017010023,017010023,A017010023,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,45175.6684875488,1181.72296480051
24,4c07d11e-1d80-851d-e053-ca3ca8c0ca7f,4c07d11e-1d80-851d-e053-ca3ca8c0ca7f,017010018,017010018,017010018,A017010018,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,61477.3858642578,1211.87953893416
25,4c07d11e-1d49-851d-e053-ca3ca8c0ca7f,4c07d11e-1d49-851d-e053-ca3ca8c0ca7f,017010047,017010047,017010047,A017010047,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,47451.0960693359,1009.56036116803
26,4c07d11e-1d81-851d-e053-ca3ca8c0ca7f,4c07d11e-1d81-851d-e053-ca3ca8c0ca7f,017010013,017010013,017010013,A017010013,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,173834.654205322,1992.8040733407
27,4c07d11e-1d57-851d-e053-ca3ca8c0ca7f,4c07d11e-1d57-851d-e053-ca3ca8c0ca7f,017010010,017010010,017010010,A017010010,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,81817.8168640137,1391.37814082473
28,4c07d11e-1dbf-851d-e053-ca3ca8c0ca7f,4c07d11e-1dbf-851d-e053-ca3ca8c0ca7f,017010031,017010031,017010031,A017010031,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,41794.5219726563,1028.3154198428
29,4c07d11e-1d58-851d-e053-ca3ca8c0ca7f,4c07d11e-1d58-851d-e053-ca3ca8c0ca7f,017010033,017010033,017010033,A017010033,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,144865.985137939,1688.09748373626
30,4c07d11e-1d67-851d-e053-ca3ca8c0ca7f,4c07d11e-1d67-851d-e053-ca3ca8c0ca7f,017010034,017010034/01,017010034/01,A017010034/01,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,80455.1444091797,1431.39728563712
31,4c07d11e-1d9a-851d-e053-ca3ca8c0ca7f,4c07d11e-1d9a-851d-e053-ca3ca8c0ca7f,017010025,017010025,017010025,A017010025,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,52664.6088256836,1156.8257501014
32,4c07d11e-1da7-851d-e053-ca3ca8c0ca7f,4c07d11e-1da7-851d-e053-ca3ca8c0ca7f,017010024,017010024,017010024,A017010024,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,169852.534118652,2489.36720887366
33,4c07d11e-1dc9-851d-e053-ca3ca8c0ca7f,4c07d11e-1dc9-851d-e053-ca3ca8c0ca7f,017010032,017010032,017010032,A017010032,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,179092.239715576,2616.87518610962
34,4c07d11e-2e31-851d-e053-ca3ca8c0ca7f,4c07d11e-2e31-851d-e053-ca3ca8c0ca7f,017010043,017010043,017010043,A017010043,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,74830.7373352051,1162.26720105232
35,4c07d11e-2e32-851d-e053-ca3ca8c0ca7f,4c07d11e-2e32-851d-e053-ca3ca8c0ca7f,017010045,017010045,017010045,A017010045,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,59887.8118286133,1479.09362294024
36,4c07d11e-2e4d-851d-e053-ca3ca8c0ca7f,4c07d11e-2e4d-851d-e053-ca3ca8c0ca7f,017010017,017010017,017010017,A017010017,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,65981.7464904785,1233.34322648398
37,4c07d11e-2e21-851d-e053-ca3ca8c0ca7f,4c07d11e-2e21-851d-e053-ca3ca8c0ca7f,017010027,017010027,017010027,A017010027,4,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,88862.3645935059,1963.27919604041
38,4c07d11e-2e22-851d-e053-ca3ca8c0ca7f,4c07d11e-2e22-851d-e053-ca3ca8c0ca7f,017010040,017010040,017010040,A017010040,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,61129.4570007324,1068.08768195919
39,4c07d11e-2e4e-851d-e053-ca3ca8c0ca7f,4c07d11e-2e4e-851d-e053-ca3ca8c0ca7f,017010014,017010014,017010014,A017010014,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,53835.2051391602,1063.71669791233
40,4c07d11e-2df1-851d-e053-ca3ca8c0ca7f,4c07d11e-2df1-851d-e053-ca3ca8c0ca7f,017010008,017010008,017010008,A017010008,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,78811.2543640137,1200.50709990923
41,4c07d11e-2e01-851d-e053-ca3ca8c0ca7f,4c07d11e-2e01-851d-e053-ca3ca8c0ca7f,017010049,017010049,017010049/017010048,A017010049/A017010048,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,33845.7402954102,800.123311203396
42,4c07d11e-2e41-851d-e053-ca3ca8c0ca7f,4c07d11e-2e41-851d-e053-ca3ca8c0ca7f,017010034,017010034/02,017010034/02,A017010034/02,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,36741.4537353516,1031.2055389991
43,4c07d11e-2e42-851d-e053-ca3ca8c0ca7f,4c07d11e-2e42-851d-e053-ca3ca8c0ca7f,017010020,017010020,017010020,A017010020,0,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,33477.4972839355,1252.46349953196
44,4c07d11e-14cc-851d-e053-ca3ca8c0ca7f,4c07d11e-14cc-851d-e053-ca3ca8c0ca7f,017010004,017010004,017010004,A017010004,3,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,705627.933380127,5026.75624182022
45,4c07d11e-14cb-851d-e053-ca3ca8c0ca7f,4c07d11e-14cb-851d-e053-ca3ca8c0ca7f,017010038,017010038,017010038,A017010038,3,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,500801.342987061,8096.35834031874
46,4c07d11e-1d82-851d-e053-ca3ca8c0ca7f,55690e95-38f5-4311-99cd-6bca0358f8c0,017010015,017010012,017010012/02,A017010012/02,3,1,Carlow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,162152.106567383,3689.05854758274
47,4c07d11e-1496-851d-e053-ca3ca8c0ca7f,4c07d11e-1496-851d-e053-ca3ca8c0ca7f,017013004,017013004,017013004,A017013004,3,1,Clonegall,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-185a-13a3-e055-000000000001,Y,CLONEGALL,CLUAIN NA NGALL,017013,1,01,CARLOW,Ceatharlach,TULLOW,220169.589660645,4484.46190519963
48,4c07d11e-09d2-851d-e053-ca3ca8c0ca7f,4c07d11e-09d2-851d-e053-ca3ca8c0ca7f,017051006,017051006,017051006,A017051006,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,409053.53125,2921.43588013127
49,4c07d11e-09d4-851d-e053-ca3ca8c0ca7f,4c07d11e-09d4-851d-e053-ca3ca8c0ca7f,017051012,017051012,017051012,A017051012,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,168980.785400391,1761.62589643345
50,4c07d11e-0a61-851d-e053-ca3ca8c0ca7f,4c07d11e-0a61-851d-e053-ca3ca8c0ca7f,017051008,017051008,017051008,A017051008,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,401773.1690979,2918.36350784695
51,4c07d11e-14d4-851d-e053-ca3ca8c0ca7f,4c07d11e-14d4-851d-e053-ca3ca8c0ca7f,017051001,017051001,017051001,A017051001,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,582177.575439453,4685.865013494
52,4c07d11e-0a69-851d-e053-ca3ca8c0ca7f,4c07d11e-0a69-851d-e053-ca3ca8c0ca7f,017051011,017051011,017051011,A017051011,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,296208.788085938,2784.93886259269
53,4c07d11e-0a6a-851d-e053-ca3ca8c0ca7f,4c07d11e-0a6a-851d-e053-ca3ca8c0ca7f,017051004,017051004,017051004,A017051004,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,136128.472320557,2235.06831912058
54,4c07d11e-14d2-851d-e053-ca3ca8c0ca7f,4c07d11e-14d2-851d-e053-ca3ca8c0ca7f,017051009,017051009,017051009,A017051009,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,512491.038635254,4333.50609397765
55,4c07d11e-1d9d-851d-e053-ca3ca8c0ca7f,4c07d11e-1d9d-851d-e053-ca3ca8c0ca7f,017051003,017051003,017051003,A017051003,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,46177.7731018066,1085.30683880794
56,4c07d11e-1da8-851d-e053-ca3ca8c0ca7f,4c07d11e-1da8-851d-e053-ca3ca8c0ca7f,017051005,017051005,017051005,A017051005,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,121514.677612305,1756.88955080452
57,4c07d11e-1d90-851d-e053-ca3ca8c0ca7f,4c07d11e-1d90-851d-e053-ca3ca8c0ca7f,017051010,017051010,017051010,A017051010,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,54265.3351135254,1160.73895307697
58,4c07d11e-1d9b-851d-e053-ca3ca8c0ca7f,4c07d11e-1d9b-851d-e053-ca3ca8c0ca7f,017051002,017051002,017051002,A017051002,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,111466.003540039,1420.35445468352
59,4c07d11e-1d9c-851d-e053-ca3ca8c0ca7f,4c07d11e-1d9c-851d-e053-ca3ca8c0ca7f,017051007/017051014,017051014,017051014,A017051014,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,69311.7830505371,1378.69955103033
60,4c07d11e-2e4f-851d-e053-ca3ca8c0ca7f,4c07d11e-2e4f-851d-e053-ca3ca8c0ca7f,017051013,017051013,017051013,A017051013,0,1,Tullow,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),017051,1,01,CARLOW,Ceatharlach,TULLOW,53380.0315551758,1058.97886928805
61,4c07d11e-1242-851d-e053-ca3ca8c0ca7f,4c07d11e-1242-851d-e053-ca3ca8c0ca7f,017010003,017010003,017010003,A017010003,4,0,,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,8570056.21716309,14460.7995720975
62,4c07d11e-14ca-851d-e053-ca3ca8c0ca7f,4c07d11e-14ca-851d-e053-ca3ca8c0ca7f,017010015,017010039,017010039,A017010039,3,0,,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,4419693.00228882,18174.3995132916
63,4c07d11e-14af-851d-e053-ca3ca8c0ca7f,4c07d11e-14af-851d-e053-ca3ca8c0ca7f,017010001,017010001,017010001,A017010001,0,0,,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),017010,1,01,CARLOW,Ceatharlach,CARLOW,2270329.41653442,6668.59542159915
64,4c07d11d-f754-851d-e053-ca3ca8c0ca7f,4c07d11d-f754-851d-e053-ca3ca8c0ca7f,017050004,017050004,017050004,A017050004,0,0,,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a55-13a3-e055-000000000001,Y,TULLOW RURAL,AN TULACH (TUATH),017050,1,01,CARLOW,Ceatharlach,TULLOW,6044417.2984314,13546.035075132
65,4c07d11e-12a6-851d-e053-ca3ca8c0ca7f,4c07d11e-12a6-851d-e053-ca3ca8c0ca7f,017050002,017050002,017050002,A017050002,4,0,,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-1a55-13a3-e055-000000000001,Y,TULLOW RURAL,AN TULACH (TUATH),017050,1,01,CARLOW,Ceatharlach,TULLOW,7439005.00314331,18614.2790855963
66,4c07d11e-1238-851d-e053-ca3ca8c0ca7f,4c07d11e-1238-851d-e053-ca3ca8c0ca7f,017013003,017013003,017013003,A017013003,0,0,,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-185a-13a3-e055-000000000001,Y,CLONEGALL,CLUAIN NA NGALL,017013,1,01,CARLOW,Ceatharlach,TULLOW,10752265.005127,18801.4491753212
67,4c07d11e-122f-851d-e053-ca3ca8c0ca7f,4c07d11e-122f-851d-e053-ca3ca8c0ca7f,017013001,017013001,017013001,A017013001,3,0,,IE0,Ireland,IE05,Southern,IE052,South-East,2ae19629-185a-13a3-e055-000000000001,Y,CLONEGALL,CLUAIN NA NGALL,017013,1,01,CARLOW,Ceatharlach,TULLOW,12189780.1769104,24029.697131792
