FID,cdo_1,twoway,bollardpro,Shape_Leng,Shape_Le_1,Shape__Len
2272,Shared Foot and Cycle Path Road Adjacent,0,0,0.01268732,12.6873249,21.22939681
2273,Shared Foot and Cycle Path Road Adjacent,0,0,0.25557894,255.578936,427.4778891
2274,SegregatedCycleLane,0,0,0.85433661,854.3366057,1427.403982
2275,Painted Cycle Lane,0,0,3.12200109,3122.001087,5222.541598
2276,Shared Foot and Cycle Path Road Adjacent,0,0,0.35699117,356.9911722,596.5249774
2277,BusLane,0,0,0.23060036,230.6003563,385.3154066
2278,BusLane,0,0,0.38422994,384.2299383,642.9782961
2279,BusLane,0,0,1.27301506,1273.015056,2127.458033
2280,Painted Cycle Lane,0,0,0.17911365,179.1136458,300.1333711
2281,Painted Cycle Lane,0,0,0.52021808,520.2180839,870.6843101
2282,Painted Cycle Lane,0,0,0.44419711,444.1971069,743.062852
2283,Painted Cycle Lane,0,0,0.84939418,849.39418,1421.106532
2284,Painted Cycle Lane,0,0,0.28045112,280.4511183,468.3518597
2285,Painted Cycle Lane,0,0,0.21265303,212.6530296,355.8376924
2286,Painted Cycle Lane,0,0,0.07252804,72.52804405,121.1437466
2287,Painted Cycle Lane,0,0,0.77088744,770.8874439,1291.302346
2288,Painted Cycle Lane,0,0,0.62535683,625.356829,1044.972031
2289,Painted Cycle Lane,0,0,0.40734608,407.3460826,680.6497397
2290,Painted Cycle Lane,0,0,0.18457834,184.5783364,309.1689835
2291,Painted Cycle Lane,0,0,0.15390558,153.9055813,257.6072702
2292,Painted Cycle Lane,0,0,0.22943068,229.4306787,383.9504405
2293,Painted Cycle Lane,0,0,0.01804929,18.04928797,30.17178955
2294,BusLane,0,0,0.41911327,419.1132711,702.2286166
2295,BusLane,0,0,0.02020572,20.20571717,33.7930902
2296,BusLane,0,0,0.25833722,258.3372193,431.8432654
2297,Painted Cycle Lane,0,0,0.02352951,23.52950881,39.34703222
2298,Painted Cycle Lane,0,0,0.0982077,98.20769501,164.0143641
2299,Shared Foot and Cycle Path Road Adjacent,1,0,0.03866277,38.662772,64.62451246
2300,Painted Cycle Lane,0,0,0.08233411,82.3341116,137.6323187
2301,Painted Cycle Lane,0,0,0.03358998,33.58997963,56.09929456
2302,BusLane,0,0,0.07421639,74.21638619,124.2241843
2303,Painted Cycle Lane,0,0,0.0081778,8.177801682,13.68937227
2304,Painted Cycle Lane,0,0,0.02991298,29.91298068,50.01119898
2305,BusLane,0,0,1.45256013,1452.560128,2427.559219
2306,Painted Cycle Lane,0,0,0.03850161,38.5016133,64.36432313
2307,Shared Foot and Cycle Path Road Adjacent,0,0,0.16916577,169.1657732,283.1122382
2308,Painted Cycle Lane,0,0,0.00584614,5.846139342,9.786373578
2309,Shared Foot and Cycle Path Road Adjacent,0,0,0.24920119,249.2011898,416.5257791
2310,Painted Cycle Lane,0,0,0.48491237,484.9123668,810.8156169
2311,Painted Cycle Lane,0,0,0.26091163,260.9116302,436.6054272
2312,Shared Foot and Cycle Path Road Adjacent,0,0,0.05873293,58.73292765,98.15152341
2313,BusLane,0,0,0.10746071,107.4607075,179.6446821
2314,Painted Cycle Lane,0,0,0.0106478,10.64779872,17.80811556
2315,Shared Foot and Cycle Path Road Adjacent,0,0,0.29932406,299.3240592,500.0380995
2316,Shared Foot and Cycle Path Road Adjacent,0,0,0.01511362,15.11362242,25.2809469
2317,BusLane,0,0,0.66982869,669.8286882,1119.243835
2318,Shared Foot and Cycle Path Road Adjacent,0,0,0.06246259,62.46259245,104.3273405
2319,Shared Foot and Cycle Path Road Adjacent,0,0,0.06381628,63.81628409,106.6835936
2320,Painted Cycle Lane,0,0,0.02902277,29.02277129,48.49627315
2321,Painted Cycle Lane,0,0,0.17293823,172.938234,289.3713265
2322,Painted Cycle Lane,0,0,0.04627191,46.27190889,77.33455873
2323,BusLane,0,0,0.26257024,262.5702417,439.9235646
2324,Shared Foot and Cycle Path Road Adjacent,0,0,0.02608514,26.08514434,43.55732181
2325,BusLane,0,0,0.14866484,148.6648369,249.0615404
2326,Painted Cycle Lane,0,0,0.09833807,98.33807385,164.3163771
2327,Painted Cycle Lane,0,0,0.85984267,859.8426684,1438.419436
2328,Shared Foot and Cycle Path Road Adjacent,0,0,0.21886625,218.8662539,365.4883091
2329,Shared Foot and Cycle Path Road Adjacent,0,0,0.05807218,58.07217869,97.04424523
2330,Shared Foot and Cycle Path Road Adjacent,1,0,0.08301386,83.01385908,138.7019433
2331,Shared Foot and Cycle Path Road Adjacent,0,0,0.43332367,433.3236745,724.9125839
2332,Painted Cycle Lane,0,0,0.27911869,279.1186928,466.6163288
2333,Painted Cycle Lane,0,0,0.49271204,492.712036,824.0200887
2334,Painted Cycle Lane,0,0,0.02947095,29.47094993,49.26446322
2335,Painted Cycle Lane,0,0,0.02974162,29.74161737,49.70017656
2336,Painted Cycle Lane,0,0,0.01504747,15.04746596,25.15875699
2337,Shared Foot and Cycle Path Road Adjacent,0,0,0.01458626,14.58626292,24.34855829
2338,Painted Cycle Lane,0,0,0.87260944,872.6094421,1461.965168
2339,Shared Foot and Cycle Path Road Adjacent,0,0,0.04331682,43.316819,72.37184496
2340,BusLane,0,0,0.02184259,21.84258994,36.53743666
2341,Shared Foot and Cycle Path Road Adjacent,0,0,0.14521457,145.2145675,243.0941231
2342,Painted Cycle Lane,0,0,0.00974896,9.748958164,16.28139216
2343,Painted Cycle Lane,0,0,0.07694316,76.94316206,128.5764507
2344,Painted Cycle Lane,0,0,0.06433164,64.33163761,107.51475
2345,Shared Foot and Cycle Path Road Adjacent,0,0,0.46072207,460.7220659,769.7772671
2346,Painted Cycle Lane,0,0,0.24162804,241.6280392,404.3566761
2347,BusLane,0,0,0.18467771,184.6777087,308.8005846
2348,Painted Cycle Lane,0,0,0.2790028,279.0027966,465.7178193
2349,Painted Cycle Lane,0,0,0.10542245,105.4224473,176.1521884
2350,Painted Cycle Lane,0,0,0.07783005,77.83004906,130.0755569
2351,Painted Cycle Lane,0,0,0.06097781,60.97780973,102.199117
2352,Painted Cycle Lane,0,0,0.01655648,16.55647507,27.69042638
2353,Painted Cycle Lane,0,0,0.3048222,304.8222041,509.6531948
2354,Shared Foot and Cycle Path Road Adjacent,0,0,0.07152775,71.52779627,119.7320551
2355,Painted Cycle Lane,0,0,0.04276204,42.76204203,71.53053004
2356,Shared Foot and Cycle Path Road Adjacent,0,0,0.05479015,54.79014788,91.57452147
2357,Painted Cycle Lane,0,0,0.1179545,117.9545047,197.1076889
2358,BusLane,0,0,0.05917728,59.17728005,98.94066228
2359,BusLane,0,0,0.02281884,22.8188445,38.10243534
2360,BusLane,0,0,0.04741529,47.41529463,79.30008932
2361,Painted Cycle Lane,0,0,0.04074835,40.74834593,68.08608561
2362,Painted Cycle Lane,0,0,0.05886966,58.86966488,98.3707848
2363,BusLane,0,0,0.04344567,43.44566978,72.59768214
2364,BusLane,0,0,0.15716815,157.1681489,262.7263324
2365,Shared Foot and Cycle Path Road Adjacent,0,0,0.11903817,119.0381654,199.0167472
2366,BusLane,0,0,0.07216367,72.16367084,120.6938025
2367,BusLane,0,0,0.02126324,21.26323598,35.56392309
2368,Painted Cycle Lane,0,0,0.10836809,108.3680887,181.0764028
2369,Shared Foot and Cycle Path Road Adjacent,0,0,0.03876146,38.76145551,64.73033406
2370,Shared Foot and Cycle Path Road Adjacent,0,0,0.05400893,54.00892875,90.26018019
2371,Painted Cycle Lane,0,0,0.14105381,141.0538086,236.0442783
2372,BusLane,0,0,0.15897623,158.9762276,265.8808178
2373,Painted Cycle Lane,0,0,0.07971677,79.71676647,133.2070888
2374,Shared Foot and Cycle Path Road Adjacent,0,0,0.03976448,39.76448255,66.45967892
2375,BusLane,0,0,0.26906133,269.0613263,449.9855084
2376,Painted Cycle Lane,0,0,0.02901921,29.01920813,48.54018343
2377,BusLane,0,0,0.20213089,202.1308876,337.8927412
2378,Shared Foot and Cycle Path Road Adjacent,0,0,0.02535629,25.35629415,42.35614038
2379,Painted Cycle Lane,0,0,0.15974901,159.7490092,267.2352325
2380,BusLane,0,0,0.24260493,242.604926,405.9790102
2381,BusLane,0,0,0.04556998,45.56997547,76.21617937
2382,Painted Cycle Lane,0,0,0.15002251,150.0225054,251.0618683
2383,Painted Cycle Lane,0,0,0.25492364,254.9236402,425.7264986
2384,Painted Cycle Lane,0,0,0.05349185,53.49185354,89.48040723
2385,Painted Cycle Lane,0,0,0.10638257,106.3825694,178.0263626
2386,BusLane,0,0,0.3002921,300.2921003,502.0894984
2387,Shared Foot and Cycle Path Road Adjacent,0,0,0.11201896,112.0189579,187.4049341
2388,BusLane,0,0,0.03809109,38.09108633,63.7254117
2389,Shared Foot and Cycle Path Road Adjacent,0,0,0.08066345,80.66344782,134.95881
2390,BusLane,0,0,0.19208836,192.0883792,321.1688439
2391,Painted Cycle Lane,0,0,0.06926933,69.2693253,115.8229509
2392,Painted Cycle Lane,0,0,0.06165349,61.65348642,103.0195801
2393,BusLane,0,0,0.02745196,27.45195626,45.90697187
2394,Painted Cycle Lane,0,0,0.15884043,158.8404273,265.5946256
2395,Painted Cycle Lane,0,0,0.04752115,47.52115391,79.41527658
2396,Shared Foot and Cycle Path Road Adjacent,0,0,0.15825755,158.2575462,264.8626699
2397,BusLane,0,0,0.03336387,33.36386766,55.7866879
2398,Painted Cycle Lane,0,0,0.0860794,86.07940401,144.0423672
2399,Painted Cycle Lane,0,0,0.15732494,157.3249402,263.2329521
2400,Shared Foot and Cycle Path Road Adjacent,0,0,0.06386036,63.86036326,106.8887874
2401,Shared Foot and Cycle Path Road Adjacent,0,0,0.22944384,229.4438427,384.0994846
2402,Shared Foot and Cycle Path Road Adjacent,0,0,0.04570937,45.70937405,76.59326232
2403,Painted Cycle Lane,0,0,0.02810655,28.10654952,46.95647922
2404,BusLane,0,0,0.09000082,90.00082281,150.5149759
2405,Painted Cycle Lane,0,0,0.12889361,128.8936081,215.3757377
2406,Shared Foot and Cycle Path Road Adjacent,0,0,0.11779473,117.7947281,197.0414523
2407,Shared Foot and Cycle Path Road Adjacent,0,0,0.04213653,42.13653111,70.52120219
2408,Shared Foot and Cycle Path Road Adjacent,0,0,0.05372041,53.72040714,89.82702561
2409,Painted Cycle Lane,0,0,0.25044235,250.4423479,418.9251397
2410,Shared Foot and Cycle Path Road Adjacent,0,0,0.03842839,38.42839476,64.24428986
2411,Shared Foot and Cycle Path Road Adjacent,0,0,0.03926388,39.26388208,65.68608384
2412,BusLane,0,0,0.30154542,301.5454187,504.2636071
2413,Shared Foot and Cycle Path Road Adjacent,0,0,0.21201636,212.0163624,354.6005237
2414,BusLane,0,0,0.09126529,91.26528757,152.6086885
2415,Shared Foot and Cycle Path Road Adjacent,0,0,0.28952964,289.5296425,484.0929738
2416,Shared Foot and Cycle Path Road Adjacent,0,0,0.05956904,59.56904238,99.532161
2417,Shared Foot and Cycle Path Road Adjacent,0,0,0.15260414,152.6041366,254.9317954
2418,Shared Foot and Cycle Path Road Adjacent,0,0,0.04135559,41.35559113,69.20485702
2419,Shared Foot and Cycle Path Road Adjacent,0,0,0.04354324,43.54323539,72.75428349
2420,Shared Foot and Cycle Path Road Adjacent,0,0,0.05758473,57.58472813,96.19722787
2421,Shared Foot and Cycle Path Road Adjacent,0,0,0.04057196,40.57196453,67.84180642
2422,BusLane,0,0,0.03601991,36.01991435,60.27823297
2423,Shared Foot and Cycle Path Road Adjacent,0,0,0.018881,18.8810031,31.58341511
2424,Shared Foot and Cycle Path Road Adjacent,0,0,0.03240596,32.40596205,54.20079048
2425,Painted Cycle Lane,0,0,0.08353495,83.53494766,139.7963071
2426,Shared Foot and Cycle Path Road Adjacent,0,0,0.02133154,21.33154183,35.70080884
2427,Painted Cycle Lane,0,0,0.70253675,702.5367502,1173.933777
2428,Shared Foot and Cycle Path Road Adjacent,1,0,0.09388966,93.88966237,156.996739
2429,Painted Cycle Lane,0,0,0.01364967,13.64966611,22.83054406
2430,BusLane,0,0,0.29678368,296.7836785,497.2774223
2431,Shared Foot and Cycle Path Road Adjacent,0,0,0.16964238,169.6423751,283.7794891
2432,Shared Foot and Cycle Path Road Adjacent,0,0,0.04644186,46.44185811,77.55148827
2433,Painted Cycle Lane,0,0,0.04048429,40.48428551,67.74108686
2434,Painted Cycle Lane,0,0,0.12911708,129.1170844,216.1191176
2435,Painted Cycle Lane,0,0,0.1491219,149.1219037,249.2143557
2436,BusLane,0,0,0.00974117,9.741172425,16.2875306
2437,Painted Cycle Lane,0,0,0.06216284,62.16283881,103.7298836
2438,Painted Cycle Lane,0,0,0.01532333,15.32332625,25.58536797
2439,Shared Foot and Cycle Path Road Adjacent,0,0,0.21460424,214.6042384,358.1793994
2440,Painted Cycle Lane,0,0,0.03290871,32.90870748,54.95937001
2441,Shared Foot and Cycle Path Road Adjacent,1,0,0.16736792,167.3679229,279.9799491
2442,BusLane,0,0,0.29929784,299.2978444,500.4312143
2443,Painted Cycle Lane,0,0,0.02943286,29.43286045,49.1978971
2444,Shared Foot and Cycle Path Road Adjacent,0,0,0.16212228,162.1222775,271.1524848
2445,Shared Foot and Cycle Path Road Adjacent,0,0,0.18106579,181.0657855,302.7280236
2446,Shared Foot and Cycle Path Road Adjacent,0,0,1.36614066,1366.140661,2283.864539
2447,Painted Cycle Lane,0,0,0.03853191,38.53191205,64.38346195
2448,Painted Cycle Lane,0,0,0.07718353,77.18353375,129.0278746
2449,Shared Foot and Cycle Path Road Adjacent,0,0,0.04027686,40.27686033,67.30944571
2450,Painted Cycle Lane,0,0,0.06407458,64.0745847,107.1316008
2451,Shared Foot and Cycle Path Road Adjacent,0,0,0.04522339,45.22338889,75.5312588
2452,Shared Foot and Cycle Path Road Adjacent,1,0,0.22260576,222.6057649,372.1464703
2453,Shared Foot and Cycle Path Road Adjacent,1,0,0.03444408,34.44408014,57.6470453
2454,Shared Foot and Cycle Path Road Adjacent,0,0,0.45892863,458.9286277,767.2556663
2455,Shared Foot and Cycle Path Road Adjacent,0,0,0.12766636,127.6663558,213.3111386
2456,Shared Foot and Cycle Path Road Adjacent,0,0,0.52001038,520.010378,868.1866971
2457,Shared Foot and Cycle Path Road Adjacent,1,0,0.12504434,125.0443369,208.7698006
2458,BusLane,0,0,0.03095101,30.95101025,51.8330626
2459,Painted Cycle Lane,0,0,0.0646999,64.69990488,108.1882067
2460,Painted Cycle Lane,0,0,0.00918166,9.181655815,15.33324672
2461,Shared Foot and Cycle Path Road Adjacent,0,0,0.07135731,71.35731166,119.5689154
2462,BusLane,0,0,0.05125656,51.25656437,85.83622047
2463,Shared Foot and Cycle Path Road Adjacent,0,0,0.24706567,247.0656673,412.6055905
2464,Shared Foot and Cycle Path Road Adjacent,0,0,0.52057179,520.5717903,870.8808077
2465,Painted Cycle Lane,0,0,0.02028414,20.2841407,33.92831601
2466,Painted Cycle Lane,0,0,0.01468573,14.68573016,24.56295512
2467,Shared Foot and Cycle Path Road Adjacent,0,0,0.01881848,18.81848474,31.42463963
2468,Shared Foot and Cycle Path Road Adjacent,0,0,0.05677759,56.77758849,95.14942941
2469,Shared Foot and Cycle Path Road Adjacent,0,0,0.09994304,99.9430446,167.3877011
2470,BusLane,0,0,0.04098886,40.98885938,68.43808458
2471,Shared Foot and Cycle Path Road Adjacent,0,0,0.03167846,31.67845542,52.98670402
2472,BusLane,0,0,0.09264606,92.64606464,154.692448
2473,Painted Cycle Lane,0,0,0.00746963,7.469625191,12.47464818
2474,Shared Foot and Cycle Path Road Adjacent,0,0,0.05386081,53.86081255,90.12172782
2475,Painted Cycle Lane,0,0,0.07100204,71.00204226,118.6240983
2476,Shared Foot and Cycle Path Road Adjacent,0,0,0.05300435,53.00435403,88.63904029
2477,Painted Cycle Lane,0,0,0.1197547,119.754698,199.9417163
2478,Painted Cycle Lane,0,0,0.07524641,75.24641461,125.6675202
2479,Painted Cycle Lane,0,0,0.11711156,117.1115586,195.5318685
2480,Shared Foot and Cycle Path Road Adjacent,0,0,0.2563951,256.3951039,428.2289537
2481,Shared Foot and Cycle Path Road Adjacent,0,0,0.19119073,191.1907303,319.3607594
2482,Shared Foot and Cycle Path Road Adjacent,0,0,0.23389152,233.8915177,390.6913798
2483,Shared Foot and Cycle Path Road Adjacent,0,0,0.10003168,100.0316822,167.0600852
2484,Shared Foot and Cycle Path Road Adjacent,0,0,0.43747355,437.4735528,730.2639314
2485,Shared Foot and Cycle Path Road Adjacent,0,0,0.38933381,389.3338098,650.4398207
2486,Painted Cycle Lane,0,0,0.21727117,217.2711698,364.0292059
2487,Painted Cycle Lane,0,0,0.24006923,240.0692274,402.2358518
2488,Shared Foot and Cycle Path Road Adjacent,1,0,0.01738376,17.38375962,29.03671479
2489,Shared Foot and Cycle Path Road Adjacent,0,0,0.23191645,231.9164531,388.035439
2490,Shared Foot and Cycle Path Road Adjacent,0,0,0.19115,191.1500027,319.7872706
2491,Painted Cycle Lane,0,0,0.03325866,33.25866425,55.60720427
2492,Painted Cycle Lane,0,0,0.04268287,42.68286825,71.31137232
2493,Shared Foot and Cycle Path Road Adjacent,0,0,0.07726385,77.26384545,129.0007013
2494,Shared Foot and Cycle Path Road Adjacent,0,0,0.04810871,48.10871102,80.32864522
2495,Shared Foot and Cycle Path Road Adjacent,0,0,0.01287973,12.87973248,21.51755809
2496,Painted Cycle Lane,0,0,0.15023078,150.2307824,250.7847656
2497,Painted Cycle Lane,0,0,0.02882306,28.82306418,48.16592853
2498,Painted Cycle Lane,0,0,0.00826286,8.26285667,13.81255472
2499,Shared Foot and Cycle Path Road Adjacent,0,0,1.14067323,1140.673233,1906.654301
2500,SegregatedCycleLane,2,0,0.54752181,547.5218061,915.7378916
2501,Painted Cycle Lane,0,0,0.15223762,152.2376189,254.7824893
2502,Painted Cycle Lane,0,0,0.05603211,56.03211012,93.73730683
2503,Shared Foot and Cycle Path Road Adjacent,1,0,0.78495231,784.9523086,1311.97787
2504,Shared Foot and Cycle Path Road Adjacent,0,0,0.03984967,39.84966728,66.59673354
2505,Shared Foot and Cycle Path Road Adjacent,0,0,0.31523406,315.2340634,527.2631822
2506,Shared Foot and Cycle Path Road Adjacent,0,0,0.28863094,288.6309447,482.7384477
2507,Shared Foot and Cycle Path Road Adjacent,0,0,0.0911069,91.10690306,152.1672974
2508,Shared Foot and Cycle Path Road Adjacent,1,0,0.01410221,14.10221188,23.56242086
2509,Shared Foot and Cycle Path Road Adjacent,0,0,0.31710794,317.1079422,529.7823378
2510,Shared Foot and Cycle Path Road Adjacent,0,0,0.29296739,292.9673925,489.4394929
2511,Shared Foot and Cycle Path Road Adjacent,0,0,0.03965731,39.65731477,66.30597136
2512,Shared Foot and Cycle Path Road Adjacent,1,0,0.03201976,32.01976192,53.54188837
2513,Shared Foot and Cycle Path Road Adjacent,0,0,0.20205257,202.0525702,337.4502129
2514,Shared Foot and Cycle Path Road Adjacent,0,0,0.09661405,96.61405319,161.4607757
2515,Shared Foot and Cycle Path Road Adjacent,0,0,0.06290879,62.90879397,105.2747316
2516,Shared Foot and Cycle Path Road Adjacent,0,0,1.17715377,1177.153773,1967.415618
2517,Painted Cycle Lane,0,0,0.0699809,69.98089675,116.981694
2518,Shared Foot and Cycle Path Road Adjacent,0,0,0.20364092,203.6409221,340.5936234
2519,Shared Foot and Cycle Path Road Adjacent,0,0,0.1284743,128.4743023,214.7283996
2520,Shared Foot and Cycle Path Road Adjacent,0,0,0.0761895,76.1894976,127.3075293
2521,Shared Foot and Cycle Path Road Adjacent,0,0,0.00568286,5.682859504,9.501873193
2522,Shared Foot and Cycle Path Road Adjacent,0,0,0.47069501,470.6950121,787.4411178
2523,Shared Foot and Cycle Path Road Adjacent,0,0,0.01375863,13.75862752,22.96528071
2524,Shared Foot and Cycle Path Road Adjacent,0,0,0.21512127,215.1212672,359.0421228
2525,Shared Foot and Cycle Path Road Adjacent,0,0,0.12233872,122.3387227,204.1860587
2526,Shared Foot and Cycle Path Road Adjacent,0,0,0.5026233,502.6232997,839.8955614
2527,Shared Foot and Cycle Path Road Adjacent,0,0,0.17016593,170.1659283,284.8069061
2528,Shared Foot and Cycle Path Road Adjacent,0,0,0.37605042,376.0504156,627.6906043
2529,Shared Foot and Cycle Path Road Adjacent,1,0,0.01417416,14.17415695,23.71376607
2530,Shared Foot and Cycle Path Road Adjacent,0,0,0.3885434,388.5433989,648.5611399
2531,Shared Foot and Cycle Path Road Adjacent,0,0,0.02193161,21.93161152,36.62547581
2532,Shared Foot and Cycle Path Road Adjacent,0,0,0.23592167,235.9216655,394.2403621
2533,Shared Foot and Cycle Path Road Adjacent,1,0,0.01497208,14.9720786,25.0474416
2534,Shared Foot and Cycle Path Road Adjacent,1,0,0.01664916,16.64915623,27.78995146
2535,Shared Foot and Cycle Path Road Adjacent,1,0,0.02282497,22.8249674,38.10934874
2536,Shared Foot and Cycle Path Road Adjacent,1,0,0.01536947,15.36946802,25.70346302
2537,Shared Foot and Cycle Path Road Adjacent,0,0,0.3896571,389.657099,650.9551357
2538,Shared Foot and Cycle Path Road Adjacent,1,0,0.01961852,19.61851805,32.78075223
2539,Shared Foot and Cycle Path Road Adjacent,0,0,0.02451192,24.51191729,40.96793505
2540,Shared Foot and Cycle Path Road Adjacent,0,0,0.01984843,19.84843127,33.20599971
2541,Painted Cycle Lane,0,0,0.01972275,19.72274907,32.96799437
2542,Painted Cycle Lane,0,0,0.03271726,32.71725682,54.72015306
2543,Painted Cycle Lane,0,0,0.04970655,49.70654543,83.04189174
2544,Painted Cycle Lane,0,0,0.73997868,739.9786798,1235.775763
2545,Shared Foot and Cycle Path Road Adjacent,0,0,0.03217931,32.17931339,53.86018022
2546,Shared Foot and Cycle Path Road Adjacent,0,0,0.02396667,23.96667048,40.02200008
2547,Shared Foot and Cycle Path Road Adjacent,0,0,0.01261781,12.61780674,21.10455291
2548,Shared Foot and Cycle Path Road Adjacent,0,0,0.02188916,21.88916108,36.62406827
2549,Painted Cycle Lane,0,0,0.02456309,24.56308826,41.04084883
2550,Painted Cycle Lane,0,0,0.02163911,21.63911236,36.19272838
2551,Painted Cycle Lane,0,0,0.01283259,12.83258933,21.43528264
2552,Painted Cycle Lane,0,0,0.01876496,18.76496098,31.40219181
2553,Painted Cycle Lane,0,0,0.0128701,12.87009885,21.49695376
2554,Painted Cycle Lane,0,0,0.01186247,11.86247486,19.85234935
2555,Painted Cycle Lane,0,0,0.01459631,14.5963146,24.42819872
2556,Painted Cycle Lane,0,0,0.02422785,24.2278508,40.50409164
2557,Painted Cycle Lane,0,0,3.19374148,3193.741481,5342.589513
2558,Painted Cycle Lane,0,0,0.84896773,848.9677264,1420.39169
2559,SegregatedCycleLane,0,0,0.83565337,835.6533746,1396.209091
2560,Painted Cycle Lane,0,0,0.01305552,13.05551563,21.84403708
2561,Painted Cycle Lane,0,0,0.01495376,14.95375883,24.99927079
2562,Painted Cycle Lane,0,0,0.55554743,555.5474294,928.223184
2563,Painted Cycle Lane,0,0,0.03026163,30.26163025,50.57963961
2564,Painted Cycle Lane,0,0,0.01814814,18.14813763,30.33552171
2565,Shared Foot and Cycle Path Road Adjacent,0,0,0.03667447,36.67446944,61.37986933
2566,Painted Cycle Lane,0,0,0.01500891,15.00891415,25.09421095
2567,Painted Cycle Lane,0,0,0.01404308,14.04308056,23.47599892
2568,Painted Cycle Lane,0,0,0.01598291,15.98291179,26.70649374
2569,Painted Cycle Lane,0,0,0.28642465,286.4246479,478.7185652
2570,Painted Cycle Lane,0,0,0.0685882,68.58819823,114.5938748
2571,Painted Cycle Lane,0,0,0.02121326,21.21325565,35.50188484
2572,Painted Cycle Lane,0,0,0.25113917,251.1391676,420.2781161
2573,BusLane,0,0,0.01844511,18.44510721,30.86314886
2574,Painted Cycle Lane,0,0,0.02085401,20.85400562,34.89995243
2575,Painted Cycle Lane,0,0,0.01076012,10.76011678,17.96625062
2576,Painted Cycle Lane,0,0,0.02148175,21.48175119,35.9510766
2577,Painted Cycle Lane,0,0,0.0152478,15.24780111,25.45788902
2578,Painted Cycle Lane,0,0,0.00873143,8.731426354,14.61287107
2579,Painted Cycle Lane,0,0,0.13272622,132.7262205,221.6791294
2580,Painted Cycle Lane,0,0,0.04117451,41.17451338,68.76877297
2581,Painted Cycle Lane,0,0,1.36683696,1366.836961,2283.756548
2582,Painted Cycle Lane,0,0,1.36422876,1364.228758,2279.3957
2583,Painted Cycle Lane,0,0,0.04569558,45.69557825,76.46749903
2584,Painted Cycle Lane,0,0,0.08824822,88.24822215,147.7017946
2585,Painted Cycle Lane,0,0,0.48709315,487.0931451,814.3143188
2586,Shared Foot and Cycle Path Road Adjacent,0,0,0.01143227,11.4322654,19.08970731
2587,Shared Foot and Cycle Path Road Adjacent,0,0,0.01870228,18.70227759,31.21184052
2588,Shared Foot and Cycle Path Road Adjacent,0,0,0.00971362,9.713615735,16.22664546
2589,Shared Foot and Cycle Path Road Adjacent,0,0,0.00920842,9.208417913,15.37733396
2590,Shared Foot and Cycle Path Road Adjacent,0,0,0.01518763,15.18762574,25.34613119
2591,Shared Foot and Cycle Path Road Adjacent,0,0,0.0130736,13.07360436,21.82859185
2592,Shared Foot and Cycle Path Road Adjacent,1,0,0.01442977,14.4297739,24.08447827
2593,Shared Foot and Cycle Path Road Adjacent,1,0,0.01690984,16.90983659,28.25300784
2594,Shared Foot and Cycle Path Road Adjacent,1,0,0.01671725,16.71725294,27.92915509
2595,Shared Foot and Cycle Path Road Adjacent,1,0,0.0163574,16.35739652,27.33832683
2596,Shared Foot and Cycle Path Road Adjacent,1,0,0.01861113,18.61113467,31.09172356
2597,Shared Foot and Cycle Path Road Adjacent,1,0,0.00806136,8.061357702,13.48457033
2598,Shared Foot and Cycle Path Road Adjacent,1,0,0.00998121,9.981207296,16.6563656
2599,Shared Foot and Cycle Path Road Adjacent,1,0,0.00744055,7.440545669,12.44412657
2600,Painted Cycle Lane,0,0,0.0955284,95.52840297,159.4273777
2601,Shared Foot and Cycle Path Road Adjacent,0,0,0.01825474,18.25473801,30.5116554
2602,Shared Foot and Cycle Path Road Adjacent,0,0,0.02891825,28.91825387,48.27898973
2603,BusLane,0,0,0.26131381,261.3138112,437.6323333
2604,BusLane,0,0,0.04228763,42.28762786,70.81447704
2605,Shared Foot and Cycle Path Road Adjacent,0,0,0.0272596,27.25959977,45.5872812
2606,Shared Foot and Cycle Path Road Adjacent,0,0,0.02624572,26.24571969,43.92295611
2607,Shared Foot and Cycle Path Road Adjacent,0,0,0.01530097,15.30097251,25.61779121
2608,Shared Foot and Cycle Path Road Adjacent,0,0,0.01605817,16.05816693,26.89881175
2609,Shared Foot and Cycle Path Road Adjacent,0,0,0.01505792,15.05791562,25.1980823
2610,Shared Foot and Cycle Path Road Adjacent,0,0,0.01839483,18.39483284,30.7523331
2611,Shared Foot and Cycle Path Road Adjacent,0,0,0.02778833,27.78832707,46.52707187
2612,Shared Foot and Cycle Path Road Adjacent,0,0,0.0216535,21.65350394,36.23226747
2613,Shared Foot and Cycle Path Road Adjacent,0,0,0.02973343,29.73343485,49.78989236
2614,Shared Foot and Cycle Path Road Adjacent,0,0,0.02561718,25.61718135,42.8720114
2615,Painted Cycle Lane,0,0,0.0945026,94.50260171,157.8079516
2616,Painted Cycle Lane,0,0,0.11136633,111.3663341,185.9791748
2617,Shared Foot and Cycle Path Road Adjacent,0,0,0.33693291,336.9329063,564.5493067
2618,Shared Foot and Cycle Path Road Adjacent,0,0,0.2078458,207.8457934,347.0548105
2619,Painted Cycle Lane,0,0,0.10504855,105.0485463,175.7331237
2620,Painted Cycle Lane,0,0,0.20788531,207.8853138,347.612623
2621,Shared Foot and Cycle Path Road Adjacent,0,0,0.10893426,108.9342609,182.4164223
2622,Shared Foot and Cycle Path Road Adjacent,0,0,0.31220476,312.2047633,521.750622
