FID,cdo_1,twoway,bollardpro,Shape_Leng,Shape_Le_1,Shape__Len
856,Painted Cycle Lane,0,0,0.39765169,397.6516935,665.1377953
857,Painted Cycle Lane,0,0,0.02909716,29.09715566,48.63327609
858,Painted Cycle Lane,0,0,0.26735818,267.3581771,447.0043631
859,Painted Cycle Lane,0,0,0.05493611,54.93611076,91.81250283
860,Painted Cycle Lane,0,0,0.41118046,411.1804561,687.8822064
861,BusLane,0,0,1.19056468,1190.564684,1991.905524
862,BusLane,0,0,0.03511145,35.11145115,58.69996891
863,Painted Cycle Lane,0,0,0.14044556,140.4455603,234.7998855
864,Painted Cycle Lane,0,0,0.03131875,31.3187535,52.39156505
865,Painted Cycle Lane,0,0,0.03748164,37.48163609,62.78654281
866,Painted Cycle Lane,0,0,0.15869259,158.6925894,265.933423
867,BusLane,0,0,0.08555416,85.55415683,143.0005639
868,BusLane,0,0,1.20946182,1209.461824,2023.484872
869,BusLane,0,0,0.02145706,21.45705992,35.85299244
870,BusLane,0,0,0.48616711,486.1671105,812.6918284
871,Painted Cycle Lane,0,0,0.08390339,83.90338864,140.2429792
872,Painted Cycle Lane,0,0,0.05569095,55.69094776,93.26874797
873,BusLane,0,0,0.07008687,70.08686619,117.5235576
874,Painted Cycle Lane,0,0,0.01531279,15.31279155,25.60093262
875,BusLane,0,0,0.19814711,198.1471061,331.6836926
876,BusLane,0,0,0.15581291,155.8129071,260.3348207
877,BusLane,0,0,0.02424825,24.24825433,40.53619739
878,Painted Cycle Lane,0,0,0.14949178,149.4917778,250.7113292
879,Painted Cycle Lane,0,0,0.27003737,270.037368,452.6597857
880,Painted Cycle Lane,0,0,0.09384446,93.84446438,157.1048805
881,BusLane,0,0,0.09070144,90.70143873,151.578928
882,Painted Cycle Lane,0,0,0.06600012,66.00012063,110.6687822
883,BusLane,0,0,0.05597922,55.97921742,93.53128936
884,Shared Foot and Cycle Path Road Adjacent,0,0,0.00650688,6.506879703,10.89157048
885,Painted Cycle Lane,0,0,0.07202673,72.02672969,120.4192831
886,Painted Cycle Lane,0,0,0.12415741,124.1574139,208.2465838
887,Painted Cycle Lane,0,0,0.64255128,642.5512835,1073.575979
888,Painted Cycle Lane,0,0,1.32574848,1325.748484,2217.024652
889,Painted Cycle Lane,0,0,0.5018354,501.8353976,838.887841
890,Painted Cycle Lane,0,0,1.1491125,1149.112499,1922.552492
891,Painted Cycle Lane,0,0,1.39321226,1393.212261,2330.018546
892,BusLane,0,0,0.23328475,233.2847455,390.97772
893,Shared Foot and Cycle Path Road Adjacent,0,0,0.12072862,120.7286236,202.2563803
894,BusLane,0,0,0.3546586,354.658601,592.6376187
895,Painted Cycle Lane,0,0,0.59501408,595.0140829,996.1677772
896,Shared Foot and Cycle Path Road Adjacent,0,0,0.06006397,60.06396853,100.6480934
897,BusLane,0,0,0.02311003,23.11003432,38.70193691
898,Painted Cycle Lane,0,0,1.27786963,1277.869626,2138.504263
899,Painted Cycle Lane,0,0,0.73997188,739.9718815,1236.949437
900,Painted Cycle Lane,0,0,0.19621769,196.2176899,328.7088221
901,Painted Cycle Lane,0,0,0.10635768,106.3576754,178.2849311
902,BusLane,0,0,0.18637482,186.3748153,312.1946571
903,BusLane,0,0,0.44224368,442.2436807,739.9873257
904,Painted Cycle Lane,0,0,0.42031548,420.3154822,702.2490309
905,BusLane,0,0,0.17967437,179.674367,300.9590241
906,BusLane,0,0,1.8541073,1854.107302,3103.057452
907,Painted Cycle Lane,0,0,0.40752543,407.5254334,682.8310911
908,Painted Cycle Lane,0,0,1.62208886,1622.088855,2713.011811
909,Painted Cycle Lane,0,0,0.01023466,10.2346567,17.10941762
910,Painted Cycle Lane,0,0,0.57037365,570.3736496,955.1549771
911,BusLane,0,0,0.18128277,181.2827741,303.539389
912,Painted Cycle Lane,0,0,0.08463495,84.63495484,141.5332879
913,Painted Cycle Lane,0,0,1.44707443,1447.074427,2422.366276
914,Painted Cycle Lane,0,0,0.12200265,122.0026491,204.1923233
915,BusLane,0,0,0.67270521,672.705214,1125.770386
916,Painted Cycle Lane,0,0,0.12125262,121.2526222,203.1195186
917,Painted Cycle Lane,0,0,0.02459035,24.59035467,41.12744019
918,Painted Cycle Lane,0,0,0.02075522,20.7552225,34.76764405
919,Painted Cycle Lane,0,0,0.17470064,174.7006365,292.0014056
920,BusLane,0,0,0.16489209,164.8920937,276.2298088
921,Painted Cycle Lane,0,0,0.28255935,282.5593502,473.6149988
922,Painted Cycle Lane,0,0,0.03723675,37.23674519,62.32727589
923,BusLane,0,0,0.45727937,457.2793733,765.3918581
924,Painted Cycle Lane,0,0,0.06437875,64.37875437,107.7864336
925,Painted Cycle Lane,0,0,0.15145818,151.4581824,253.2020059
926,BusLane,0,0,0.13492363,134.9236284,225.5650231
927,Shared Foot and Cycle Path Road Adjacent,0,0,0.01368055,13.68055305,22.92246625
928,Painted Cycle Lane,0,0,0.43634841,436.3484058,730.4088583
929,BusLane,0,0,0.0998856,99.88560139,167.1473074
930,Painted Cycle Lane,0,0,0.04683838,46.83837863,78.36476327
931,Painted Cycle Lane,0,0,0.03922518,39.22517569,65.66732844
932,BusLane,0,0,0.54100568,541.0056848,907.6106109
933,BusLane,0,0,0.09529329,95.29328809,159.7097717
934,Painted Cycle Lane,0,0,1.01603393,1016.033926,1698.949164
935,BusLane,0,0,0.10718826,107.1882565,179.6415171
936,BusLane,0,0,0.10804814,108.0481386,180.6524425
937,BusLane,0,0,0.30367441,303.6744128,508.3471748
938,BusLane,0,0,0.486444,486.4440029,814.1152419
939,BusLane,0,0,0.21287568,212.8756796,355.8521257
940,Painted Cycle Lane,0,0,0.52646102,526.4610181,881.1595448
941,Painted Cycle Lane,0,0,0.69456327,694.5632728,1162.387026
942,Shared Foot and Cycle Path Road Adjacent,0,0,0.71509784,715.0978415,1196.757277
943,BusLane,0,0,0.2632946,263.2945967,440.3132477
944,Shared Foot and Cycle Path Road Adjacent,1,0,0.01380284,13.80284234,23.07072937
945,BusLane,0,0,0.22735525,227.3552538,380.571987
946,Painted Cycle Lane,0,0,0.31009514,310.0951408,518.8524413
947,Painted Cycle Lane,0,0,1.14121177,1141.21177,1907.971642
948,Painted Cycle Lane,0,0,0.34157532,341.5753217,572.4294984
949,Painted Cycle Lane,0,0,0.09943505,99.43505329,166.6146003
950,BusLane,0,0,1.05493847,1054.938472,1765.561884
951,Painted Cycle Lane,0,0,0.65319217,653.1921715,1094.267411
952,Painted Cycle Lane,0,0,0.7808282,780.8282012,1306.57532
953,BusLane,0,0,0.05438386,54.38385991,90.88990998
954,Painted Cycle Lane,0,0,0.92025611,920.2561081,1538.897567
955,Painted Cycle Lane,0,0,0.53195193,531.9519335,889.289693
956,Painted Cycle Lane,0,0,1.86104415,1861.044152,3113.561934
957,BusLane,0,0,0.37008577,370.0857694,618.6544349
958,Painted Cycle Lane,0,0,1.24780423,1247.804229,2085.552078
959,Painted Cycle Lane,0,0,0.13052118,130.5211842,218.8895417
960,Painted Cycle Lane,0,0,0.10338875,103.388745,173.1542035
961,Painted Cycle Lane,0,0,0.53791854,537.9185407,899.3609375
962,Painted Cycle Lane,0,0,0.50828987,508.2898679,849.5478263
963,Painted Cycle Lane,0,0,0.05962571,59.6257058,99.90529944
964,BusLane,0,0,0.06381937,63.81936739,106.9758048
965,Painted Cycle Lane,0,0,0.04436879,44.36878972,74.27435664
966,Painted Cycle Lane,0,0,0.12029517,120.2951733,201.7221976
967,Painted Cycle Lane,0,0,0.12720758,127.2075778,213.3323517
968,Painted Cycle Lane,0,0,0.03154745,31.54744692,52.73678063
969,Shared Foot and Cycle Path Road Adjacent,1,0,0.11544168,115.4416833,193.4011332
970,Painted Cycle Lane,0,0,0.34427875,344.2787463,575.9039906
971,Painted Cycle Lane,0,0,0.10874959,108.7495859,182.195727
972,Painted Cycle Lane,0,0,0.05118303,51.18302629,85.70055244
973,Painted Cycle Lane,0,0,0.30683074,306.8307447,513.2597848
974,Painted Cycle Lane,0,0,0.1665905,166.5905038,279.2711023
975,Painted Cycle Lane,0,0,0.10645501,106.4550135,177.9491144
976,Painted Cycle Lane,0,0,0.15535678,155.3567842,259.662821
977,Painted Cycle Lane,0,0,0.19933103,199.3310321,333.2275164
978,Painted Cycle Lane,0,0,0.17221326,172.2132617,287.9324817
979,BusLane,0,0,0.12505131,125.0513089,209.7006472
980,Painted Cycle Lane,0,0,0.49329399,493.2939919,824.6808257
981,BusLane,0,0,0.15367883,153.6788307,257.5438497
982,Painted Cycle Lane,0,0,0.14976497,149.7649666,250.5306103
983,BusLane,0,0,0.1752352,175.2351999,292.8990781
984,Painted Cycle Lane,0,0,0.07262001,72.62001312,121.3907602
985,Painted Cycle Lane,0,0,0.11238157,112.3815652,188.0923385
986,Painted Cycle Lane,0,0,0.45848076,458.4807605,768.1723787
987,BusLane,0,0,0.05082567,50.82566745,84.93072269
988,Painted Cycle Lane,0,0,0.02009553,20.09553495,33.58874055
989,Painted Cycle Lane,0,0,0.09773169,97.73168691,163.4668099
990,Painted Cycle Lane,0,0,0.01306997,13.0699746,21.88023298
991,Painted Cycle Lane,0,0,0.07453942,74.53941831,124.6671806
992,BusLane,0,0,0.20082558,200.8255815,336.5599383
993,Painted Cycle Lane,0,0,0.42586293,425.8629293,711.8767329
994,Painted Cycle Lane,0,0,0.02133224,21.33224383,35.65636825
995,Painted Cycle Lane,0,0,0.73057309,730.5730896,1222.611377
996,Painted Cycle Lane,0,0,0.05743428,57.43428264,96.02975356
997,Painted Cycle Lane,0,0,0.744824,744.8240012,1244.526256
998,Painted Cycle Lane,0,0,0.01830818,18.30818485,30.66156787
999,Painted Cycle Lane,0,0,0.17811701,178.1170132,297.7023996
1000,Shared Foot and Cycle Path Road Adjacent,0,0,0.28783097,287.8309703,482.343087
1001,Painted Cycle Lane,0,0,0.05595519,55.95518571,93.55436704
1002,Painted Cycle Lane,0,0,0.08042626,80.4262644,134.7484233
1003,Painted Cycle Lane,0,0,0.04399063,43.99062574,73.49805302
1004,Painted Cycle Lane,0,0,0.00908761,9.087608955,15.21540362
1005,Painted Cycle Lane,0,0,0.08172798,81.72798262,136.7989168
1006,BusLane,0,0,0.33278033,332.7803286,556.738228
1007,Painted Cycle Lane,0,0,0.09733045,97.33044957,162.8323725
1008,Painted Cycle Lane,0,0,0.13929137,139.2913714,233.6038169
1009,BusLane,0,0,0.29028666,290.286664,485.4303397
1010,BusLane,0,0,0.02728156,27.28156396,45.73183652
1011,BusLane,0,0,0.05855126,58.55125589,98.11563855
1012,BusLane,0,0,0.0143786,14.37860028,24.08126008
1013,Painted Cycle Lane,0,0,0.33100482,331.0048198,553.6323658
1014,Painted Cycle Lane,0,0,0.02687446,26.8744606,44.94081286
1015,Shared Foot and Cycle Path Road Adjacent,0,0,0.0827293,82.72929964,138.6648673
1016,Painted Cycle Lane,0,0,0.19969644,199.6964397,333.8139473
1017,Painted Cycle Lane,0,0,0.14164994,141.6499377,237.5837818
1018,BusLane,0,0,0.02020596,20.20595817,33.81441014
1019,BusLane,0,0,0.0401904,40.19040491,67.35202513
1020,BusLane,0,0,0.68941812,689.4181235,1154.421509
1021,Painted Cycle Lane,0,0,0.01273562,12.73561972,21.32946797
1022,BusLane,0,0,0.06169861,61.69861499,103.1268866
1023,BusLane,0,0,0.47730718,477.3071777,799.147183
1024,Painted Cycle Lane,0,0,0.0613481,61.34810182,102.6621969
1025,Painted Cycle Lane,0,0,0.03804544,38.04544038,63.56161641
1026,BusLane,0,0,0.2618572,261.8571974,438.5566778
1027,Painted Cycle Lane,0,0,0.04244924,42.44924026,71.08589575
1028,Painted Cycle Lane,0,0,0.23593042,235.9304172,395.5407959
1029,Painted Cycle Lane,0,0,0.05850717,58.50716645,97.79186303
1030,Painted Cycle Lane,0,0,0.0113226,11.32260152,18.92432098
1031,Painted Cycle Lane,0,0,0.04519088,45.19087911,75.53183431
1032,Painted Cycle Lane,0,0,0.2237531,223.7531003,375.1299972
1033,BusLane,0,0,0.05878868,58.78867947,98.26364121
1034,Painted Cycle Lane,0,0,0.06104739,61.04739414,102.2240183
1035,Shared Foot and Cycle Path Road Adjacent,0,0,0.37039355,370.3935507,620.6439814
1036,BusLane,0,0,0.19277551,192.7755053,322.9559898
1037,Painted Cycle Lane,0,0,0.25838405,258.3840502,432.7050745
1038,Painted Cycle Lane,0,0,0.40020386,400.2038581,669.7934853
1039,BusLane,0,0,0.02416564,24.16563747,40.38277262
1040,Painted Cycle Lane,0,0,0.01524876,15.24876192,25.52909202
1041,Painted Cycle Lane,0,0,0.0527154,52.71539617,88.19125917
1042,Painted Cycle Lane,0,0,0.46955838,469.5583823,785.9761756
1043,BusLane,0,0,0.10905383,109.0538314,182.3473127
1044,BusLane,0,0,0.07044772,70.44771995,117.8280738
1045,Painted Cycle Lane,0,0,0.02365723,23.6572317,39.59663367
1046,Painted Cycle Lane,0,0,0.07176953,71.76953335,120.1348308
1047,BusLane,0,0,0.02370257,23.70257451,39.66551149
1048,Painted Cycle Lane,0,0,0.29063744,290.6374414,487.0355344
1049,BusLane,0,0,0.04997661,49.97660925,83.51054818
1050,Painted Cycle Lane,0,0,0.07906079,79.06078771,132.4106454
1051,BusLane,0,0,0.19828436,198.2843555,331.5386412
1052,Painted Cycle Lane,0,0,0.52265274,522.6527399,875.6278497
1053,Painted Cycle Lane,0,0,0.21373815,213.7381506,358.3557863
1054,BusLane,0,0,0.03501803,35.01802707,58.51329978
1055,Painted Cycle Lane,0,0,0.08823794,88.23794023,147.7106915
1056,Painted Cycle Lane,0,0,0.05428565,54.28564933,90.83135176
1057,Painted Cycle Lane,0,0,0.06125529,61.25529137,102.5664951
1058,BusLane,0,0,0.1058583,105.8583048,176.8777558
1059,Painted Cycle Lane,0,0,0.03335878,33.35878084,55.7823592
1060,BusLane,0,0,0.09216428,92.16427668,154.3306971
1061,Painted Cycle Lane,0,0,0.09081904,90.81903965,151.9029796
1062,Painted Cycle Lane,0,0,0.07367908,73.67907775,123.4210907
1063,Painted Cycle Lane,0,0,0.05165063,51.65063072,86.5558811
1064,Painted Cycle Lane,0,0,0.12098421,120.9842052,202.4311617
1065,Painted Cycle Lane,0,0,0.02725031,27.25031481,45.63535765
1066,Painted Cycle Lane,0,0,0.02463892,24.63891675,41.27992835
1067,Painted Cycle Lane,0,0,0.09217811,92.17810707,154.4032545
1068,BusLane,0,0,0.08564036,85.64035884,143.1173289
1069,Painted Cycle Lane,0,0,0.10751845,107.5184499,180.1758346
1070,Painted Cycle Lane,0,0,0.09078079,90.78078763,152.1019239
1071,Painted Cycle Lane,0,0,0.03632368,36.32368042,60.86255683
1072,Painted Cycle Lane,0,0,0.04666178,46.66178492,78.17821347
1073,Painted Cycle Lane,0,0,0.02334201,23.34200512,39.1071126
1074,Painted Cycle Lane,0,0,0.03853528,38.53528015,64.55338912
1075,BusLane,0,0,0.04525558,45.25558397,75.67905094
1076,Painted Cycle Lane,0,0,0.07084579,70.84578814,118.6258175
1077,Painted Cycle Lane,0,0,0.10395924,103.9592432,174.1241453
1078,Painted Cycle Lane,0,0,0.24134649,241.3464879,404.3814814
1079,Painted Cycle Lane,0,0,0.00837719,8.377192145,14.00547494
1080,Painted Cycle Lane,0,0,0.04249701,42.49701008,71.04723808
1081,Painted Cycle Lane,0,0,0.03543965,35.43965084,59.40292145
1082,Painted Cycle Lane,0,0,0.10748975,107.4897481,179.8403724
1083,Shared Foot and Cycle Path Road Adjacent,0,0,0.13986375,139.8637506,234.3281449
1084,Painted Cycle Lane,0,0,0.05422295,54.22294748,90.91500341
1085,BusLane,0,0,0.05108157,51.08157332,85.3637982
1086,BusLane,0,0,0.01202447,12.02446693,20.15250474
1087,BusLane,0,0,0.10472811,104.7281087,175.4971261
1088,Painted Cycle Lane,0,0,0.04231126,42.3112606,70.73754852
1089,Painted Cycle Lane,0,0,0.08654356,86.54355849,145.0024787
1090,Painted Cycle Lane,0,0,0.05210312,52.1031193,87.18777039
1091,Painted Cycle Lane,0,0,0.06320287,63.20287426,105.8927025
1092,Painted Cycle Lane,0,0,0.08352034,83.5203399,139.9168165
1093,Painted Cycle Lane,0,0,0.04596222,45.96221755,76.83149248
1094,Painted Cycle Lane,0,0,0.01659195,16.59195282,27.73818435
1095,Painted Cycle Lane,0,0,0.1475236,147.5236018,246.856363
1096,Painted Cycle Lane,0,0,0.14957188,149.5718842,250.845107
1097,Painted Cycle Lane,0,0,0.18800458,188.0045784,314.2497608
1098,Painted Cycle Lane,0,0,0.01246884,12.46883894,20.89070305
1099,BusLane,0,0,0.20968398,209.6839827,350.5563782
1100,Painted Cycle Lane,0,0,0.03000741,30.00741138,50.24886168
1101,Painted Cycle Lane,0,0,0.06158633,61.58633264,103.106934
1102,BusLane,0,0,0.48298732,482.9873232,807.3761571
1103,Painted Cycle Lane,0,0,0.01945154,19.45153551,32.58996513
1104,Painted Cycle Lane,0,0,0.03645285,36.45284628,61.0685889
1105,BusLane,0,0,0.05056106,50.56106467,84.51725425
1106,Shared Foot and Cycle Path Road Adjacent,0,0,0.02109185,21.09185417,35.2563296
1107,BusLane,0,0,0.10656568,106.5656801,178.4627644
1108,BusLane,0,0,0.02938918,29.38917983,49.12230975
1109,BusLane,0,0,0.36599076,365.9907584,611.7413583
1110,BusLane,0,0,0.02516215,25.16215404,42.05952282
1111,BusLane,0,0,0.03877324,38.77324125,64.80709073
1112,BusLane,0,0,0.10054682,100.5468199,168.0897724
1113,Painted Cycle Lane,0,0,0.03850614,38.50613579,64.48980817
1114,BusLane,0,0,0.1595283,159.528296,267.0164955
1115,BusLane,0,0,0.17104475,171.0447519,286.2837528
1116,BusLane,0,0,0.03217074,32.17073504,53.94309009
1117,BusLane,0,0,0.04563015,45.63014916,76.26929622
1118,Painted Cycle Lane,0,0,0.04833382,48.33382313,80.7993883
1119,BusLane,0,0,0.05365948,53.65948034,89.71218657
1120,Painted Cycle Lane,0,0,0.08395018,83.95018114,140.6571719
1121,BusLane,0,0,0.25086342,250.8634211,420.6630831
1122,Painted Cycle Lane,0,0,0.11330468,113.3046806,189.4008863
1123,Painted Cycle Lane,0,0,0.09050348,90.50347967,151.8067084
1124,BusLane,0,0,0.42744165,427.4416452,714.6116379
1125,Painted Cycle Lane,0,0,0.09370887,93.70887463,157.1263756
1126,Painted Cycle Lane,0,0,0.04341245,43.41245224,72.57535419
1127,BusLane,0,0,0.1098192,109.8192047,183.5951497
1128,Painted Cycle Lane,0,0,0.1725782,172.5782046,289.0859776
1129,Painted Cycle Lane,0,0,0.14738852,147.3885236,246.9652057
1130,Painted Cycle Lane,0,0,0.12445009,124.4500894,208.5484457
1131,Painted Cycle Lane,0,0,0.10774717,107.7471654,180.5936311
1132,Painted Cycle Lane,0,0,0.0362433,36.24329518,60.71364725
1133,Painted Cycle Lane,0,0,0.08141141,81.41140517,136.3408469
1134,Painted Cycle Lane,0,0,0.10627129,106.2712886,178.1977329
1135,BusLane,0,0,0.2591445,259.1444964,433.24191
1136,BusLane,0,0,0.01369669,13.69668736,22.95324217
1137,Painted Cycle Lane,0,0,0.02835113,28.35112635,47.49218762
1138,BusLane,0,0,0.02582156,25.821555,43.24464392
1139,BusLane,0,0,0.15079118,150.7911788,252.0515348
1140,Painted Cycle Lane,0,0,0.08488566,84.88565679,142.0801201
1141,Painted Cycle Lane,0,0,0.04005742,40.0574205,66.96276179
1142,BusLane,0,0,0.07307202,73.07201661,122.2547283
1143,BusLane,0,0,0.06955696,69.55696285,116.3864038
1144,Painted Cycle Lane,0,0,0.02030966,20.30965798,33.99608896
1145,Painted Cycle Lane,0,0,0.27853519,278.5351863,465.4367446
1146,Shared Foot and Cycle Path Road Adjacent,1,0,0.01503388,15.03388414,25.19044265
1147,BusLane,0,0,0.12483854,124.8385433,209.2052495
1148,Painted Cycle Lane,0,0,0.09920477,99.20477312,166.1734917
1149,Painted Cycle Lane,0,0,0.03225624,32.25623924,53.92392502
1150,BusLane,0,0,0.20217767,202.177666,338.4208015
1151,BusLane,0,0,0.11467049,114.6704891,191.6669998
1152,BusLane,0,0,0.06405946,64.0594598,107.0767927
1153,Painted Cycle Lane,0,0,0.08238939,82.38939324,138.0282468
1154,BusLane,0,0,0.2601473,260.1473017,434.8310562
1155,Painted Cycle Lane,0,0,0.21404589,214.0458924,358.9544516
1156,Painted Cycle Lane,0,0,0.05728856,57.28856143,96.03473018
1157,Painted Cycle Lane,0,0,0.06629647,66.29647469,110.9224561
1158,Painted Cycle Lane,0,0,0.06538467,65.38467359,109.2363099
1159,BusLane,0,0,0.21227827,212.2782658,355.9755215
1160,Painted Cycle Lane,0,0,0.12058025,120.5802489,202.0534469
1161,Painted Cycle Lane,0,0,0.03549637,35.49637489,59.33976874
1162,Painted Cycle Lane,0,0,0.04577099,45.77099043,76.5499129
1163,Painted Cycle Lane,0,0,0.1765449,176.5448976,295.7277082
1164,Painted Cycle Lane,0,0,0.18068707,180.6870738,302.028401
1165,Painted Cycle Lane,0,0,0.36702548,367.0254757,615.2232645
1166,Painted Cycle Lane,0,0,0.05638086,56.38086347,94.4693669
1167,BusLane,0,0,0.03342232,33.42231906,56.04354932
1168,Painted Cycle Lane,0,0,0.2429839,242.9838973,407.1232347
1169,BusLane,0,0,0.01518929,15.1892878,25.42371083
1170,BusLane,0,0,0.26605546,266.0554618,444.7043257
1171,Painted Cycle Lane,0,0,0.02279247,22.79246648,38.17363196
1172,Painted Cycle Lane,0,0,0.29280043,292.8004298,490.6575551
1173,Painted Cycle Lane,0,0,0.01231418,12.31417621,20.62954397
1174,Painted Cycle Lane,0,0,0.05030851,50.30851357,84.11596176
1175,Painted Cycle Lane,0,0,0.1927631,192.7631045,322.404543
1176,Painted Cycle Lane,0,0,0.07210075,72.10074562,120.526013
1177,Painted Cycle Lane,0,0,0.18283532,182.835322,305.6199631
1178,Painted Cycle Lane,0,0,0.10047142,100.4714248,168.3372652
1179,Painted Cycle Lane,0,0,0.04184261,41.84261052,70.10052268
1180,BusLane,0,0,0.43590744,435.9074388,728.9592844
1181,Painted Cycle Lane,0,0,0.0278982,27.89820128,46.63708441
1182,Painted Cycle Lane,0,0,0.08395074,83.95074321,140.6604642
1183,Painted Cycle Lane,0,0,0.02633625,26.33624567,44.09303747
1184,BusLane,0,0,0.02226818,22.26817896,37.30917429
1185,Painted Cycle Lane,0,0,0.01694337,16.94337336,28.33298802
1186,Painted Cycle Lane,0,0,0.04731135,47.31135297,79.26869235
1187,Shared Foot and Cycle Path Road Adjacent,1,0,0.13373525,133.7352542,224.0670907
1188,Painted Cycle Lane,0,0,0.06869339,68.69339407,114.8277067
1189,BusLane,0,0,0.21595995,215.9599547,362.2496099
1190,Shared Foot and Cycle Path Road Adjacent,0,0,0.04340854,43.40854036,72.56835351
1191,Shared Foot and Cycle Path Road Adjacent,0,0,0.05887651,58.87651185,98.41374417
1192,BusLane,0,0,0.07475749,74.75748691,124.985477
1193,Painted Cycle Lane,0,0,0.01414535,14.14535479,23.69349684
1194,BusLane,0,0,0.04951257,49.5125738,82.77710522
1195,BusLane,0,0,0.06519554,65.1955357,109.0957629
1196,Painted Cycle Lane,0,0,0.04060056,40.60056491,68.02042036
1197,BusLane,0,0,0.44636719,446.3671943,746.2494299
1198,Painted Cycle Lane,0,0,0.07846592,78.46592042,131.0944474
1199,Shared Foot and Cycle Path Road Adjacent,0,0,0.02402172,24.02171596,40.20707773
1200,BusLane,0,0,0.02863579,28.63578914,47.93581848
1201,BusLane,0,0,0.18945627,189.4562663,316.7799278
1202,Painted Cycle Lane,0,0,0.0549407,54.94070082,91.91520751
1203,BusLane,0,0,0.06245125,62.45125071,104.385777
1204,BusLane,0,0,0.21597076,215.970763,361.7292821
1205,BusLane,0,0,0.03253441,32.53441237,54.40772541
1206,BusLane,0,0,0.0256378,25.63779777,42.95434448
1207,Painted Cycle Lane,0,0,0.06344952,63.44951748,106.3018948
1208,BusLane,0,0,0.01443549,14.43549019,24.13731311
1209,Shared Foot and Cycle Path Road Adjacent,0,0,0.03746193,37.46193032,62.61867977
1210,Painted Cycle Lane,0,0,0.03023244,30.23244005,50.65149727
1211,BusLane,0,0,0.35172205,351.7220477,589.8147956
1212,BusLane,0,0,0.04344955,43.44955416,72.80123871
1213,BusLane,0,0,0.01969782,19.69781782,33.00469288
1214,Painted Cycle Lane,0,0,0.01689409,16.89408892,28.26125157
1215,Painted Cycle Lane,0,0,0.0320085,32.00849828,53.55363545
1216,Painted Cycle Lane,0,0,0.09012416,90.12416448,151.007527
1217,BusLane,0,0,0.03096854,30.96854078,51.77574915
1218,Painted Cycle Lane,0,0,0.02114524,21.14523675,35.43234689
1219,BusLane,0,0,0.0513634,51.3634003,85.86904744
1220,BusLane,0,0,0.0338557,33.85569792,56.60311626
1221,BusLane,0,0,0.02502178,25.02178328,41.84394377
1222,BusLane,0,0,0.02424448,24.24448035,40.52538828
1223,Painted Cycle Lane,0,0,0.02541736,25.41736227,42.58598268
1224,BusLane,0,0,0.02412581,24.12580912,40.46253001
1225,BusLane,0,0,0.05466104,54.66104097,91.38964355
1226,BusLane,0,0,0.10272459,102.7245904,172.1500999
1227,BusLane,0,0,0.04339748,43.3974847,72.55457424
1228,Painted Cycle Lane,0,0,0.02681566,26.81565684,44.91879106
1229,Painted Cycle Lane,0,0,0.02216947,22.16946629,37.13566787
1230,Painted Cycle Lane,0,0,0.00950571,9.505706864,15.92150282
1231,BusLane,0,0,0.0501936,50.19359691,84.09795682
1232,BusLane,0,0,0.06691576,66.9157645,111.916065
1233,BusLane,0,0,0.08583879,85.83878587,143.5075843
1234,BusLane,0,0,0.05570974,55.70973613,93.34259124
1235,BusLane,0,0,0.0219398,21.93980199,36.67738274
1236,BusLane,0,0,0.03744571,37.44570755,62.58948803
1237,Painted Cycle Lane,0,0,0.03769448,37.69443612,63.05277404
1238,Painted Cycle Lane,0,0,0.02632979,26.32979151,44.07592608
1239,Painted Cycle Lane,0,0,0.0951427,95.14269576,159.6107949
1240,Painted Cycle Lane,0,0,0.06263758,62.63758371,104.7670034
1241,Painted Cycle Lane,0,0,0.03942711,39.42710631,65.95351504
1242,Shared Foot and Cycle Path Road Adjacent,0,0,0.04164519,41.64519007,69.63464065
1243,BusLane,0,0,0.15450437,154.5043685,258.4095585
1244,Painted Cycle Lane,0,0,0.11140074,111.4007144,186.2779231
1245,BusLane,0,0,0.05190483,51.90483164,86.92023687
1246,Painted Cycle Lane,0,0,0.08267457,82.67456914,138.184789
1247,Painted Cycle Lane,0,0,0.05320997,53.20996827,88.94176097
1248,Painted Cycle Lane,0,0,0.12419441,124.1944124,207.8516596
1249,BusLane,0,0,0.17401023,174.0102323,290.7256082
1250,Shared Foot and Cycle Path Road Adjacent,0,0,0.0282958,28.29580079,47.38128223
1251,BusLane,0,0,0.03114539,31.14538862,52.20109239
1252,BusLane,0,0,0.22386439,223.8643872,374.9342919
1253,BusLane,0,0,0.02718893,27.18892536,45.55250447
1254,Painted Cycle Lane,0,0,0.02423428,24.23428051,40.58048085
1255,Shared Foot and Cycle Path Road Adjacent,0,0,0.68534442,685.3444152,1148.387236
1256,Painted Cycle Lane,0,0,0.05715912,57.15912053,95.56713152
1257,Painted Cycle Lane,0,0,0.02685318,26.85318221,44.94829144
1258,Painted Cycle Lane,0,0,0.02540824,25.40824385,42.46762752
1259,Painted Cycle Lane,0,0,0.05585077,55.85077212,93.37039112
1260,BusLane,0,0,0.37513014,375.1301387,627.8194925
1261,Painted Cycle Lane,0,0,0.06155801,61.55801328,103.2081867
1262,Painted Cycle Lane,0,0,0.07984834,79.84833812,133.6446378
1263,Painted Cycle Lane,0,0,0.02564378,25.6437835,42.98057713
1264,BusLane,0,0,0.04124884,41.24883661,68.93560833
1265,Painted Cycle Lane,1,0,0.06451426,64.51425679,107.8969806
